speciesKey,decimalLatitude,decimalLongitude,eventDate,year,month,day,country,stateProvince,locality,basisOfRecord,individualCount
3,49.10359897637425,19.848163325479224,2014-01-12,2007,9,16,Poland,Pomerania,Location 451,HUMAN_OBSERVATION,9
1,53.621427401611356,20.72001571542872,2002-11-02,2006,9,2,Poland,Pomerania,Location 452,OBSERVATION,1
1,50.70617424539217,16.57353394836195,2015-09-15,2015,5,12,Poland,Mazovia,Location 453,HUMAN_OBSERVATION,8
8,54.288649002767485,16.246298074048614,2011-01-13,2018,11,22,Poland,Lesser Poland,Location 454,OBSERVATION,1
10,54.611565328959905,18.981421215625975,2013-09-25,2005,1,6,Poland,Lesser Poland,Location 455,HUMAN_OBSERVATION,2
2,50.0756614731246,21.523170640746834,2007-08-27,2019,7,11,Poland,Mazovia,Location 456,MACHINE_OBSERVATION,7
3,51.68016428644083,19.357445526705632,2011-01-11,2020,10,27,Poland,Pomerania,Location 457,HUMAN_OBSERVATION,8
2,49.00714464396527,14.332985910965819,2007-10-19,2010,10,8,Poland,Silesia,Location 458,OBSERVATION,1
3,52.470298137710074,22.859225364466944,2010-07-11,2004,4,12,Poland,Silesia,Location 459,OBSERVATION,3
7,52.52237739992349,14.659806313854341,2016-01-26,2015,9,27,Poland,Pomerania,Location 460,HUMAN_OBSERVATION,7
1,50.43573174249958,23.749409733951673,2020-05-08,2006,6,2,Poland,Lesser Poland,Location 461,MACHINE_OBSERVATION,9
10,52.238793500982545,14.256447974428182,2022-08-06,2004,3,9,Poland,Silesia,Location 462,HUMAN_OBSERVATION,8
8,50.30813282617366,21.08339465253323,2021-02-06,2010,6,15,Poland,Greater Poland,Location 463,HUMAN_OBSERVATION,8
10,49.9327877206535,14.838512049860173,2004-03-22,2014,10,2,Poland,Greater Poland,Location 464,HUMAN_OBSERVATION,9
10,52.77881290745313,23.288901110238424,2007-09-17,2002,6,1,Poland,Mazovia,Location 465,MACHINE_OBSERVATION,3
10,50.890367690922034,18.737219009500535,2002-03-11,2004,5,10,Poland,Pomerania,Location 466,OBSERVATION,8
2,52.42353084553661,15.402742503133556,2023-01-21,2022,2,2,Poland,Pomerania,Location 467,MACHINE_OBSERVATION,1
3,51.5128311440356,17.476320137856433,2018-02-08,2020,10,12,Poland,Silesia,Location 468,OBSERVATION,8
9,54.70923816293684,15.681211688536973,2018-07-28,2004,10,23,Poland,Lesser Poland,Location 469,OBSERVATION,7
7,49.86756772747188,15.739935497882318,2016-06-19,2008,2,8,Poland,Pomerania,Location 470,OBSERVATION,8
4,51.694671860487695,23.67070486574871,2023-06-28,2014,7,5,Poland,Silesia,Location 471,MACHINE_OBSERVATION,1
10,52.94664843288408,18.54151034530484,2001-06-23,2002,2,22,Poland,Silesia,Location 472,HUMAN_OBSERVATION,6
5,51.29416148650382,22.045783091834664,2004-03-20,2005,12,28,Poland,Pomerania,Location 473,HUMAN_OBSERVATION,7
2,54.65325914085,20.523976724012353,2003-06-26,2016,6,1,Poland,Silesia,Location 474,HUMAN_OBSERVATION,5
8,53.186948241976225,20.899548895851602,2016-11-04,2020,5,15,Poland,Mazovia,Location 475,HUMAN_OBSERVATION,5
4,52.810506373874055,15.343273072414792,2012-04-26,2007,4,6,Poland,Mazovia,Location 476,HUMAN_OBSERVATION,7
9,53.39094375214509,16.388681357517953,2016-09-04,2020,7,12,Poland,Pomerania,Location 477,MACHINE_OBSERVATION,3
5,54.525362100624555,22.024853418575255,2022-12-14,2010,8,8,Poland,Lesser Poland,Location 478,MACHINE_OBSERVATION,6
9,54.26534818731091,23.901815306042785,2018-10-28,2005,4,13,Poland,Mazovia,Location 479,MACHINE_OBSERVATION,7
4,53.20085478713319,16.679291554506246,2002-08-24,2007,1,19,Poland,Mazovia,Location 480,MACHINE_OBSERVATION,1
10,53.34513750678744,16.770001400460607,2000-10-18,2009,1,27,Poland,Pomerania,Location 481,MACHINE_OBSERVATION,2
5,49.84634802940384,18.823550754671228,2015-08-01,2023,1,1,Poland,Greater Poland,Location 482,MACHINE_OBSERVATION,4
9,49.59619594605746,24.035171191125464,2011-08-24,2002,11,11,Poland,Silesia,Location 483,MACHINE_OBSERVATION,8
8,52.31124611069615,16.743381247430005,2015-02-04,2022,1,20,Poland,Mazovia,Location 484,HUMAN_OBSERVATION,6
3,49.10653229425513,18.15111347826949,2005-12-27,2013,5,1,Poland,Greater Poland,Location 485,OBSERVATION,1
1,51.79766701299923,23.093096159359767,2008-08-12,2022,4,8,Poland,Lesser Poland,Location 486,MACHINE_OBSERVATION,5
3,50.220027563529435,14.029794532737892,2023-07-14,2013,9,5,Poland,Greater Poland,Location 487,OBSERVATION,7
4,51.00689609234007,14.405612842883409,2012-09-02,2009,3,17,Poland,Pomerania,Location 488,MACHINE_OBSERVATION,6
2,53.499667467599146,20.161531106126436,2002-10-24,2011,7,8,Poland,Lesser Poland,Location 489,MACHINE_OBSERVATION,9
1,54.45917752454784,23.25527768007104,2021-10-09,2005,11,25,Poland,Lesser Poland,Location 490,HUMAN_OBSERVATION,8
7,49.42001437844878,16.43633793609966,2019-08-10,2011,8,10,Poland,Greater Poland,Location 491,OBSERVATION,4
8,52.09860479466338,18.790346101743232,2018-03-24,2022,6,2,Poland,Pomerania,Location 492,HUMAN_OBSERVATION,5
7,54.11869421775368,18.594746076909747,2004-03-26,2013,12,9,Poland,Mazovia,Location 493,HUMAN_OBSERVATION,7
5,49.47854949975444,18.824307730174205,2015-01-15,2001,10,24,Poland,Greater Poland,Location 494,OBSERVATION,8
1,53.78218147200163,20.3497008964434,2002-12-09,2008,1,23,Poland,Mazovia,Location 495,HUMAN_OBSERVATION,5
7,51.075247835383976,18.791386382504975,2020-12-26,2009,8,3,Poland,Greater Poland,Location 496,MACHINE_OBSERVATION,9
7,50.868149272872145,18.56417504148907,2014-02-23,2016,10,18,Poland,Mazovia,Location 497,MACHINE_OBSERVATION,4
9,54.66930504062576,18.837741888398856,2017-04-12,2016,3,7,Poland,Greater Poland,Location 498,MACHINE_OBSERVATION,4
3,50.164982721201305,20.026847900964622,2022-04-23,2002,8,15,Poland,Lesser Poland,Location 499,MACHINE_OBSERVATION,8
9,53.020524856771544,19.477476381183855,2015-07-16,2018,12,21,Poland,Silesia,Location 500,MACHINE_OBSERVATION,1
1,53.764356222457224,22.712187176035144,2000-06-25,2000,4,22,Poland,Lesser Poland,Location 501,HUMAN_OBSERVATION,8
1,49.23886427261978,14.504867905635399,2001-03-26,2011,8,20,Poland,Mazovia,Location 502,HUMAN_OBSERVATION,5
4,52.88823565845559,22.499834129024727,2020-09-20,2006,11,18,Poland,Pomerania,Location 503,MACHINE_OBSERVATION,1
9,54.51898985126089,22.608031048639585,2016-04-22,2003,1,25,Poland,Lesser Poland,Location 504,MACHINE_OBSERVATION,4
6,49.720475807022744,16.9060618196158,2020-01-20,2009,3,3,Poland,Silesia,Location 505,HUMAN_OBSERVATION,2
3,54.19808355557322,18.721089941161676,2005-10-26,2012,6,28,Poland,Mazovia,Location 506,OBSERVATION,4
1,52.449704496786225,18.473092583081844,2013-04-15,2001,9,23,Poland,Lesser Poland,Location 507,HUMAN_OBSERVATION,8
4,52.576306574802345,16.22880031041213,2013-09-21,2009,2,14,Poland,Greater Poland,Location 508,HUMAN_OBSERVATION,5
9,52.55507621422051,18.047327840280428,2023-09-26,2020,11,24,Poland,Pomerania,Location 509,HUMAN_OBSERVATION,1
3,50.733248140756416,14.452755276142716,2004-06-17,2021,1,2,Poland,Mazovia,Location 510,HUMAN_OBSERVATION,7
9,54.424170528736866,16.833785142373692,2010-12-15,2003,10,14,Poland,Lesser Poland,Location 511,HUMAN_OBSERVATION,1
7,54.49463268326002,22.330158189597324,2022-04-27,2017,3,22,Poland,Mazovia,Location 512,OBSERVATION,9
4,52.626767029240895,16.902535477981555,2017-05-28,2004,4,11,Poland,Greater Poland,Location 513,MACHINE_OBSERVATION,3
3,53.54385181046136,22.345708021232124,2002-06-08,2018,11,16,Poland,Silesia,Location 514,MACHINE_OBSERVATION,3
10,52.551096318110716,19.422314538965196,2022-03-08,2001,5,8,Poland,Lesser Poland,Location 515,OBSERVATION,6
5,51.809510995929436,22.974599309083832,2017-10-25,2011,3,7,Poland,Mazovia,Location 516,MACHINE_OBSERVATION,6
5,52.83275668613565,19.862751453497033,2019-01-08,2016,10,11,Poland,Mazovia,Location 517,MACHINE_OBSERVATION,6
3,52.20740842503336,14.302615875260345,2022-11-05,2009,11,3,Poland,Mazovia,Location 518,MACHINE_OBSERVATION,1
9,52.46536000326519,20.88928611698031,2012-05-23,2001,2,17,Poland,Silesia,Location 519,OBSERVATION,5
4,53.546228809829394,14.4575063938404,2004-08-27,2005,2,14,Poland,Mazovia,Location 520,OBSERVATION,6
5,51.78924222240411,18.596089593627966,2012-06-05,2007,7,6,Poland,Pomerania,Location 521,MACHINE_OBSERVATION,8
4,49.23637381533634,23.480152283625763,2008-11-16,2018,9,8,Poland,Pomerania,Location 522,MACHINE_OBSERVATION,1
5,49.95119698973908,15.685080181246072,2001-01-08,2010,10,22,Poland,Mazovia,Location 523,MACHINE_OBSERVATION,5
7,51.54392185563932,17.97669800000375,2018-11-28,2011,2,5,Poland,Pomerania,Location 524,HUMAN_OBSERVATION,3
9,53.20399404726954,21.44457515025448,2011-12-07,2008,7,27,Poland,Lesser Poland,Location 525,HUMAN_OBSERVATION,2
7,52.441016160199034,22.999037272167445,2012-11-08,2001,7,28,Poland,Pomerania,Location 526,HUMAN_OBSERVATION,8
5,52.771706278066034,20.843618648373578,2021-12-26,2007,11,8,Poland,Mazovia,Location 527,OBSERVATION,7
10,51.779817785742466,16.633367192749926,2008-07-26,2010,7,2,Poland,Greater Poland,Location 528,MACHINE_OBSERVATION,7
10,52.571303727265004,20.881000099745403,2020-08-15,2020,3,15,Poland,Lesser Poland,Location 529,OBSERVATION,5
7,50.90830113932504,17.026621939261716,2001-07-20,2003,12,12,Poland,Silesia,Location 530,OBSERVATION,9
10,51.72705903764066,21.3279781441511,2011-01-23,2009,7,17,Poland,Mazovia,Location 531,OBSERVATION,5
5,53.31681858045074,23.73113790136741,2021-08-05,2020,1,1,Poland,Silesia,Location 532,MACHINE_OBSERVATION,2
3,54.0566301180441,21.35821320128414,2014-01-01,2019,10,15,Poland,Greater Poland,Location 533,HUMAN_OBSERVATION,3
7,51.51520093694705,22.801381129706606,2009-06-10,2015,1,14,Poland,Silesia,Location 534,MACHINE_OBSERVATION,4
2,49.2532376147027,14.02145920039401,2020-01-22,2007,5,20,Poland,Mazovia,Location 535,MACHINE_OBSERVATION,5
9,49.937700756051456,21.319235672262263,2005-03-13,2003,2,22,Poland,Mazovia,Location 536,OBSERVATION,3
10,49.12099460789092,22.46179308002555,2015-08-15,2009,9,16,Poland,Greater Poland,Location 537,OBSERVATION,7
10,52.788925511576515,14.41369912295575,2016-01-22,2011,7,9,Poland,Mazovia,Location 538,OBSERVATION,5
1,50.92742482705963,22.89029681833995,2012-01-06,2013,4,1,Poland,Greater Poland,Location 539,HUMAN_OBSERVATION,5
6,52.14637608717233,16.61828112876247,2016-06-03,2015,4,28,Poland,Greater Poland,Location 540,HUMAN_OBSERVATION,6
7,51.86100571134604,20.785979440176163,2013-08-15,2021,2,17,Poland,Mazovia,Location 541,HUMAN_OBSERVATION,7
8,49.47285363940407,22.16361976603875,2021-11-13,2017,5,13,Poland,Pomerania,Location 542,MACHINE_OBSERVATION,8
10,51.33891589451822,20.759178033205426,2016-05-24,2020,4,21,Poland,Greater Poland,Location 543,OBSERVATION,9
9,50.27925452454947,14.941304879147223,2002-12-06,2021,12,26,Poland,Mazovia,Location 544,MACHINE_OBSERVATION,4
2,51.42671877427239,20.082479492375757,2004-06-26,2020,1,21,Poland,Pomerania,Location 545,HUMAN_OBSERVATION,5
10,50.18075402598501,19.605753298565865,2016-07-25,2011,12,5,Poland,Greater Poland,Location 546,OBSERVATION,5
2,53.87462395640621,23.18327693435757,2001-10-15,2017,8,10,Poland,Pomerania,Location 547,HUMAN_OBSERVATION,8
5,50.01032135215387,18.123245242370935,2004-10-20,2006,3,6,Poland,Lesser Poland,Location 548,OBSERVATION,9
5,54.57252719862446,17.27502719028791,2005-06-27,2019,6,24,Poland,Lesser Poland,Location 549,OBSERVATION,7
6,51.412262723652255,21.648477797251957,2017-02-04,2023,4,19,Poland,Pomerania,Location 550,MACHINE_OBSERVATION,5
3,53.908222693710485,18.209288326050647,2016-09-14,2022,9,25,Poland,Greater Poland,Location 551,MACHINE_OBSERVATION,3
8,52.64683594559448,20.590180985051642,2013-07-12,2006,7,13,Poland,Mazovia,Location 552,HUMAN_OBSERVATION,1
1,53.26503173226136,20.59379091927099,2022-03-11,2008,9,1,Poland,Silesia,Location 553,MACHINE_OBSERVATION,9
6,53.45279855078732,23.0579984564732,2014-12-03,2000,10,20,Poland,Mazovia,Location 554,MACHINE_OBSERVATION,5
4,51.9281003149795,20.106662503654793,2016-03-19,2005,3,25,Poland,Silesia,Location 555,MACHINE_OBSERVATION,9
1,52.15114303550707,19.121966821612265,2019-04-03,2005,1,15,Poland,Silesia,Location 556,OBSERVATION,4
7,51.9811760332906,15.416487529244474,2015-12-08,2021,5,14,Poland,Greater Poland,Location 557,MACHINE_OBSERVATION,5
9,52.410738592922456,15.180523588122794,2023-01-07,2011,3,8,Poland,Pomerania,Location 558,HUMAN_OBSERVATION,4
4,49.17048778538774,15.57407996588741,2010-02-01,2021,6,10,Poland,Mazovia,Location 559,OBSERVATION,2
4,51.29398798512429,15.752854509536364,2002-04-13,2011,8,9,Poland,Pomerania,Location 560,OBSERVATION,1
6,52.51589453865479,20.506346345169064,2005-10-14,2009,11,17,Poland,Lesser Poland,Location 561,MACHINE_OBSERVATION,8
3,52.46679667848401,21.5580087528007,2004-04-08,2022,4,9,Poland,Greater Poland,Location 562,OBSERVATION,4
6,53.59914534871266,19.40591353384947,2015-12-16,2005,5,3,Poland,Greater Poland,Location 563,HUMAN_OBSERVATION,5
7,52.79905416522623,22.45598087196401,2003-10-28,2016,5,11,Poland,Lesser Poland,Location 564,HUMAN_OBSERVATION,6
10,54.7543732347759,24.11088491268306,2012-02-03,2018,4,12,Poland,Mazovia,Location 565,OBSERVATION,8
10,50.64635626593014,22.36412881701743,2021-08-24,2017,4,10,Poland,Lesser Poland,Location 566,MACHINE_OBSERVATION,8
3,51.083075972064144,21.087800211494784,2014-11-09,2005,4,25,Poland,Mazovia,Location 567,MACHINE_OBSERVATION,7
7,51.22631348083322,19.431425534258896,2006-02-08,2023,4,17,Poland,Silesia,Location 568,OBSERVATION,4
3,51.70171428071744,18.578301331082024,2006-08-12,2018,4,17,Poland,Greater Poland,Location 569,HUMAN_OBSERVATION,6
2,53.84878876993101,14.860802281554331,2018-07-10,2009,5,25,Poland,Mazovia,Location 570,OBSERVATION,4
10,50.36759414496342,18.073561233625846,2015-03-10,2023,2,11,Poland,Pomerania,Location 571,MACHINE_OBSERVATION,7
4,53.50080120080549,23.283373295177768,2005-02-18,2007,2,22,Poland,Pomerania,Location 572,MACHINE_OBSERVATION,1
8,51.35079906189731,22.24183082504684,2004-05-07,2020,9,4,Poland,Greater Poland,Location 573,OBSERVATION,5
9,52.490761225239645,16.20372392311921,2001-11-13,2023,2,7,Poland,Lesser Poland,Location 574,HUMAN_OBSERVATION,4
7,52.66873509271257,18.7593994039116,2022-05-06,2005,6,21,Poland,Lesser Poland,Location 575,OBSERVATION,7
1,51.16252209569582,22.330576666097155,2023-10-14,2020,2,26,Poland,Mazovia,Location 576,HUMAN_OBSERVATION,9
3,51.97316819019367,14.68732245881233,2011-04-23,2006,5,14,Poland,Lesser Poland,Location 577,HUMAN_OBSERVATION,5
9,51.39558081295664,17.951404373820324,2005-10-18,2023,4,7,Poland,Greater Poland,Location 578,OBSERVATION,4
1,49.40097015988239,22.688780616114265,2014-08-26,2000,12,24,Poland,Mazovia,Location 579,OBSERVATION,9
9,51.53555925513759,18.11975821453526,2008-05-10,2017,7,8,Poland,Silesia,Location 580,HUMAN_OBSERVATION,5
8,49.5648816768106,14.791669376260696,2019-06-16,2023,7,1,Poland,Lesser Poland,Location 581,HUMAN_OBSERVATION,9
1,51.349120634665866,19.533850559028963,2023-11-03,2019,6,24,Poland,Lesser Poland,Location 582,HUMAN_OBSERVATION,8
6,52.43892671902433,22.789773448166613,2009-11-11,2011,10,22,Poland,Mazovia,Location 583,HUMAN_OBSERVATION,4
5,52.360606416192304,20.02091253812223,2016-04-04,2015,5,4,Poland,Pomerania,Location 584,MACHINE_OBSERVATION,7
6,52.84320341824826,16.308046903785165,2016-09-19,2009,1,12,Poland,Lesser Poland,Location 585,OBSERVATION,5
10,49.55251674613683,17.91924412540129,2004-06-24,2009,12,24,Poland,Greater Poland,Location 586,HUMAN_OBSERVATION,4
5,52.782314824076536,18.59125828405571,2005-03-22,2013,3,3,Poland,Lesser Poland,Location 587,OBSERVATION,5
6,50.81045872883939,19.908516808969374,2000-04-22,2019,9,13,Poland,Silesia,Location 588,HUMAN_OBSERVATION,5
5,51.31446648759524,21.745380462676653,2015-07-11,2009,1,20,Poland,Lesser Poland,Location 589,OBSERVATION,9
5,53.97632027275169,15.008510899934482,2012-11-10,2009,5,6,Poland,Pomerania,Location 590,OBSERVATION,9
4,49.052376343951394,23.074450736779177,2002-09-28,2010,2,11,Poland,Lesser Poland,Location 591,HUMAN_OBSERVATION,6
3,52.41279327337551,14.12555897076397,2011-07-14,2022,4,23,Poland,Mazovia,Location 592,HUMAN_OBSERVATION,4
3,52.47254108458062,17.774533813677404,2000-02-17,2001,11,4,Poland,Lesser Poland,Location 593,OBSERVATION,2
4,51.300626702792655,14.279687161721109,2008-09-23,2019,1,20,Poland,Pomerania,Location 594,OBSERVATION,3
9,50.37476157122835,18.00833709852197,2009-03-15,2007,3,16,Poland,Mazovia,Location 595,OBSERVATION,2
2,50.36110942191699,19.363288508507903,2004-04-23,2022,10,7,Poland,Greater Poland,Location 596,MACHINE_OBSERVATION,5
9,54.12551608403236,19.21915014313142,2001-08-16,2006,7,22,Poland,Mazovia,Location 597,HUMAN_OBSERVATION,6
1,51.56374136794057,15.689409139688307,2014-09-10,2007,10,11,Poland,Silesia,Location 598,MACHINE_OBSERVATION,5
1,50.9191583053372,20.586553202975246,2013-10-25,2000,3,24,Poland,Mazovia,Location 599,MACHINE_OBSERVATION,2
5,51.60290992822214,14.456740195147615,2013-10-23,2020,4,1,Poland,Greater Poland,Location 600,HUMAN_OBSERVATION,5
6,52.882464328464295,21.771449565350636,2008-09-14,2001,2,26,Poland,Lesser Poland,Location 601,HUMAN_OBSERVATION,9
6,49.84538809581956,23.65577322673417,2002-04-16,2017,3,27,Poland,Mazovia,Location 602,MACHINE_OBSERVATION,4
3,51.60671624423968,17.465642036941404,2001-10-03,2014,9,7,Poland,Mazovia,Location 603,HUMAN_OBSERVATION,2
7,52.409729352440245,19.275841693486186,2010-11-21,2000,3,12,Poland,Mazovia,Location 604,OBSERVATION,3
9,54.50178345813831,17.864884836199906,2020-06-13,2004,11,7,Poland,Mazovia,Location 605,OBSERVATION,3
10,50.46466113603743,14.068445981101412,2006-07-17,2001,5,27,Poland,Greater Poland,Location 606,MACHINE_OBSERVATION,9
8,51.083654337914226,17.935919929530183,2001-12-25,2019,2,23,Poland,Pomerania,Location 607,MACHINE_OBSERVATION,4
6,51.200279821550055,22.07554664446573,2009-02-22,2002,4,7,Poland,Pomerania,Location 608,HUMAN_OBSERVATION,1
8,52.51212131434032,20.079086190271514,2010-01-19,2018,12,10,Poland,Mazovia,Location 609,HUMAN_OBSERVATION,1
5,51.06904590763201,15.03285112907462,2017-03-21,2017,7,16,Poland,Greater Poland,Location 610,MACHINE_OBSERVATION,7
8,52.09436916673823,22.640822794876605,2015-06-25,2021,7,26,Poland,Greater Poland,Location 611,MACHINE_OBSERVATION,7
10,53.534383913101166,19.417070517829476,2011-11-15,2017,12,8,Poland,Mazovia,Location 612,OBSERVATION,2
4,53.09123644585078,22.585578289795695,2014-10-12,2013,3,9,Poland,Silesia,Location 613,OBSERVATION,9
10,51.58893814977299,19.918259491607298,2012-04-07,2023,5,9,Poland,Mazovia,Location 614,HUMAN_OBSERVATION,9
8,54.012453830510175,19.708822137346985,2021-02-26,2007,1,2,Poland,Silesia,Location 615,OBSERVATION,5
10,52.2372134476444,15.073643689009526,2014-08-07,2011,10,13,Poland,Mazovia,Location 616,HUMAN_OBSERVATION,3
2,52.13145386911283,15.707069278014005,2014-07-14,2020,10,13,Poland,Silesia,Location 617,HUMAN_OBSERVATION,3
5,49.198289042447115,23.91465761626523,2007-12-12,2009,10,23,Poland,Silesia,Location 618,HUMAN_OBSERVATION,3
9,54.722819286071534,16.33056481689866,2012-11-17,2022,11,23,Poland,Mazovia,Location 619,OBSERVATION,6
4,49.713230689471835,23.970011603501753,2016-08-04,2019,1,4,Poland,Silesia,Location 620,MACHINE_OBSERVATION,4
6,50.34055929208035,19.425509606547486,2020-08-05,2016,5,25,Poland,Lesser Poland,Location 621,MACHINE_OBSERVATION,8
1,49.29984165600086,15.385048280052159,2015-04-28,2010,10,24,Poland,Pomerania,Location 622,OBSERVATION,5
9,52.7120172076541,15.012882468087668,2021-12-05,2001,9,12,Poland,Greater Poland,Location 623,MACHINE_OBSERVATION,1
1,50.30326682644154,16.130413521198548,2022-10-07,2003,1,17,Poland,Silesia,Location 624,HUMAN_OBSERVATION,9
5,50.04406053734179,23.44150076625842,2012-04-28,2000,1,2,Poland,Silesia,Location 625,MACHINE_OBSERVATION,1
4,49.5136223884948,18.224332288147913,2004-03-15,2014,4,13,Poland,Greater Poland,Location 626,OBSERVATION,6
3,49.59919195131929,18.033429533527727,2003-04-19,2012,4,18,Poland,Silesia,Location 627,MACHINE_OBSERVATION,1
6,52.39109006256702,17.194703862915773,2012-10-21,2007,2,28,Poland,Greater Poland,Location 628,HUMAN_OBSERVATION,3
2,52.99160562202625,15.500030875779201,2004-11-23,2003,9,28,Poland,Mazovia,Location 629,HUMAN_OBSERVATION,5
3,51.30479813309353,18.976082211362545,2019-04-25,2009,9,27,Poland,Lesser Poland,Location 630,OBSERVATION,7
5,51.78340307323403,15.326487381613614,2005-04-02,2018,2,15,Poland,Lesser Poland,Location 631,OBSERVATION,8
9,52.978612868701305,22.52189841109974,2021-02-05,2017,9,8,Poland,Pomerania,Location 632,OBSERVATION,9
2,49.100802783075785,17.778049260008125,2021-04-13,2004,6,15,Poland,Silesia,Location 633,HUMAN_OBSERVATION,6
10,50.87415781100761,17.82299639137432,2018-07-02,2018,8,1,Poland,Pomerania,Location 634,MACHINE_OBSERVATION,9
8,54.643966938808006,18.83486557052819,2012-11-22,2022,10,20,Poland,Mazovia,Location 635,MACHINE_OBSERVATION,8
2,52.364650932233715,18.530102674290667,2003-06-20,2021,4,10,Poland,Lesser Poland,Location 636,OBSERVATION,9
5,50.47450256340546,24.14755132520508,2019-04-09,2015,2,12,Poland,Mazovia,Location 637,MACHINE_OBSERVATION,4
7,52.02603427049004,19.562887436426685,2006-03-19,2000,2,5,Poland,Mazovia,Location 638,MACHINE_OBSERVATION,9
8,50.98739023110131,14.89965737865668,2005-06-20,2011,9,9,Poland,Silesia,Location 639,OBSERVATION,7
1,52.087020935192534,20.190148884084685,2014-09-20,2023,1,23,Poland,Mazovia,Location 640,OBSERVATION,5
6,49.729300768478566,15.546159787272776,2008-04-18,2001,12,8,Poland,Lesser Poland,Location 641,HUMAN_OBSERVATION,5
1,49.76974499215181,14.315563976259687,2017-05-20,2020,7,16,Poland,Pomerania,Location 642,HUMAN_OBSERVATION,1
2,49.83254569982848,23.901569967507932,2022-11-05,2007,11,14,Poland,Lesser Poland,Location 643,HUMAN_OBSERVATION,2
1,54.45095479317568,21.890096693652552,2021-10-04,2017,3,27,Poland,Silesia,Location 644,HUMAN_OBSERVATION,3
5,53.25081372637978,23.997111722620424,2011-02-13,2015,3,25,Poland,Lesser Poland,Location 645,MACHINE_OBSERVATION,8
10,49.94181498904146,18.874360169826872,2009-09-10,2004,2,13,Poland,Greater Poland,Location 646,MACHINE_OBSERVATION,6
9,50.092424685840484,19.429026817719556,2006-04-19,2021,10,23,Poland,Pomerania,Location 647,HUMAN_OBSERVATION,5
6,53.23881095425108,15.717036950375128,2009-03-25,2012,6,21,Poland,Greater Poland,Location 648,HUMAN_OBSERVATION,1
1,49.90575029979461,16.518455752009373,2020-03-21,2018,10,13,Poland,Greater Poland,Location 649,OBSERVATION,9
1,50.360455501342,22.553201992008844,2001-11-20,2002,2,5,Poland,Silesia,Location 650,MACHINE_OBSERVATION,3
2,54.58741163035831,17.63309360059946,2009-02-02,2007,10,16,Poland,Mazovia,Location 651,MACHINE_OBSERVATION,3
9,50.4807778434249,22.43351273272347,2023-01-16,2011,4,26,Poland,Greater Poland,Location 652,HUMAN_OBSERVATION,2
3,52.83746763215265,21.231939987727724,2015-07-21,2001,10,11,Poland,Lesser Poland,Location 653,MACHINE_OBSERVATION,4
1,54.67606146692307,15.807143437773028,2010-08-01,2010,9,22,Poland,Mazovia,Location 654,OBSERVATION,2
5,51.170921249410796,19.175952934421368,2010-07-21,2011,9,5,Poland,Lesser Poland,Location 655,OBSERVATION,9
7,49.10159274699996,20.909350679490913,2003-07-26,2017,6,13,Poland,Lesser Poland,Location 656,MACHINE_OBSERVATION,7
6,50.41605428444977,16.397379590999016,2014-02-12,2012,4,28,Poland,Mazovia,Location 657,HUMAN_OBSERVATION,8
1,53.81908770978189,22.473022807304783,2016-01-11,2004,7,11,Poland,Mazovia,Location 658,MACHINE_OBSERVATION,3
5,54.014731248539206,19.557242106960906,2000-12-21,2021,1,25,Poland,Lesser Poland,Location 659,OBSERVATION,6
5,53.457412314237985,15.685468914514553,2009-07-02,2011,12,19,Poland,Silesia,Location 660,HUMAN_OBSERVATION,6
6,49.65603695064412,19.946441146878946,2009-08-04,2001,4,3,Poland,Pomerania,Location 661,MACHINE_OBSERVATION,1
3,53.61396015583914,24.197080802390325,2011-03-26,2004,5,15,Poland,Pomerania,Location 662,HUMAN_OBSERVATION,6
5,54.32833122256232,15.535319214966819,2010-08-18,2006,8,7,Poland,Silesia,Location 663,HUMAN_OBSERVATION,3
7,52.483535346768164,22.330920687219184,2010-11-13,2023,12,7,Poland,Mazovia,Location 664,OBSERVATION,3
5,54.457077066760775,16.11455183251309,2002-12-03,2011,2,6,Poland,Lesser Poland,Location 665,HUMAN_OBSERVATION,3
5,53.79566552552889,21.980360960492888,2009-11-17,2015,12,3,Poland,Pomerania,Location 666,MACHINE_OBSERVATION,8
5,52.86843479854726,21.492694815838416,2021-02-17,2022,5,13,Poland,Lesser Poland,Location 667,HUMAN_OBSERVATION,5
10,52.34767437292814,17.06499173312441,2015-02-28,2007,6,7,Poland,Silesia,Location 668,HUMAN_OBSERVATION,4
10,51.021727270003424,17.32339579915739,2021-04-06,2008,5,5,Poland,Lesser Poland,Location 669,MACHINE_OBSERVATION,9
3,49.92386718240827,22.083718198021774,2009-12-10,2014,9,23,Poland,Silesia,Location 670,OBSERVATION,9
1,52.50873275160514,18.706744221250588,2007-01-13,2004,10,18,Poland,Mazovia,Location 671,OBSERVATION,1
5,50.84504701098509,21.45434389286045,2023-09-22,2012,1,22,Poland,Silesia,Location 672,MACHINE_OBSERVATION,2
9,54.025344271660344,15.509438303131514,2009-05-22,2004,3,8,Poland,Silesia,Location 673,MACHINE_OBSERVATION,8
1,54.76135423668004,22.696089375395843,2015-06-25,2010,2,17,Poland,Pomerania,Location 674,OBSERVATION,5
3,53.36408102317032,21.251024110159655,2019-02-11,2009,12,20,Poland,Lesser Poland,Location 675,HUMAN_OBSERVATION,7
4,49.52479383266489,23.250816650115304,2008-02-26,2019,3,27,Poland,Pomerania,Location 676,MACHINE_OBSERVATION,1
